Indicador,Valor,Unidad de medida,Definición,Mes,Ano,Empresa
Ingreso Materia Prima Bruta Terceros,3388375,0,0,6,2020,Data Mussel
rechazo propio,0.132396132,0,0,6,2020,Data Mussel
rechazo terceros,0.100789316,0,0,6,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1866550,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,6,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1619426,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,6,2020,Data Mussel
Unidades por kilo mmpp propia*,75,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,6,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,3388375,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,6,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,3046863,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,6,2020,Data Mussel
Unidades por kilo mmpp terceros*,71,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,6,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1866550,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,6,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1619426,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,6,2020,Data Mussel
Unidades por kilo mmpp propia*,75,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,6,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,3388375,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,6,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,3046863,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,6,2020,Data Mussel
Unidades por kilo mmpp terceros*,71,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,6,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,0,0,7,2020,Data Mussel
Unidades por kilo mmpp propia*,0,0,0,7,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,0,0,7,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,0,0,7,2020,Data Mussel
rechazo propio,0,0,0,7,2020,Data Mussel
rechazo terceros,0,0,0,7,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,2391040,0,0,7,2020,Data Mussel
Ingreso Materia Prima Neta Propia,2120126,0,0,7,2020,Data Mussel
Unidades por kilo mmpp propia*,79,0,0,7,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,2391040,0,0,7,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,3084035,0,0,7,2020,Data Mussel
Unidades por kilo mmpp terceros*,72,0,0,7,2020,Data Mussel
rechazo propio,0.132,0,0,7,2020,Data Mussel
rechazo terceros,0.101,0,0,7,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,3394830,0,0,7,2020,Data Mussel
rechazo propio,0.113303834,0,0,7,2020,Data Mussel
rechazo terceros,0.091549503,0,0,7,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,2391040,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,7,2020,Data Mussel
Ingreso Materia Prima Neta Propia,2120126,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,7,2020,Data Mussel
Unidades por kilo mmpp propia*,79,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,7,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,3394830,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,7,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,3084035,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,7,2020,Data Mussel
Unidades por kilo mmpp terceros*,72,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,7,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,2391040,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,7,2020,Data Mussel
Ingreso Materia Prima Neta Propia,2120126,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,7,2020,Data Mussel
Unidades por kilo mmpp propia*,79,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,7,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,3394830,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,7,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,3084035,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,7,2020,Data Mussel
Unidades por kilo mmpp terceros*,72,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,7,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,0,0,8,2020,Data Mussel
Unidades por kilo mmpp propia*,0,0,0,8,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,0,0,8,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,0,0,8,2020,Data Mussel
rechazo propio,0,0,0,8,2020,Data Mussel
rechazo terceros,0,0,0,8,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,0,0,0,8,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,0,0,0,8,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1672390,0,0,8,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1469488,0,0,8,2020,Data Mussel
Unidades por kilo mmpp propia*,74,0,0,8,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,1679050,0,0,8,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,1498427,0,0,8,2020,Data Mussel
Unidades por kilo mmpp terceros*,77,0,0,8,2020,Data Mussel
rechazo propio,0.121324571,0,0,8,2020,Data Mussel
rechazo terceros,0.107574521,0,0,8,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1672390,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,8,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1469488,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,8,2020,Data Mussel
Unidades por kilo mmpp propia*,74,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,8,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,1679050,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,8,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,1498427,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,8,2020,Data Mussel
Unidades por kilo mmpp terceros*,77,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,8,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1672390,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,8,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1469488,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,8,2020,Data Mussel
Unidades por kilo mmpp propia*,74,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,8,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,1679050,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,8,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,1498427,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,8,2020,Data Mussel
Unidades por kilo mmpp terceros*,77,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,8,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,0,0,9,2020,Data Mussel
Unidades por kilo mmpp propia*,0,0,0,9,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,0,0,9,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,0,0,9,2020,Data Mussel
rechazo propio,0,0,0,9,2020,Data Mussel
rechazo terceros,0,0,0,9,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,0,0,0,9,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,0,0,0,9,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,204600,0,0,9,2020,Data Mussel
Ingreso Materia Prima Neta Propia,183895,0,0,9,2020,Data Mussel
Unidades por kilo mmpp propia*,67,0,0,9,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,131990,0,0,9,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,119441,0,0,9,2020,Data Mussel
Unidades por kilo mmpp terceros*,76,0,0,9,2020,Data Mussel
rechazo propio,0.101197458,0,0,9,2020,Data Mussel
rechazo terceros,0.095075384,0,0,9,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,204600,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,9,2020,Data Mussel
Ingreso Materia Prima Neta Propia,183895,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,9,2020,Data Mussel
Unidades por kilo mmpp propia*,67,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,9,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,131990,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,9,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,119441,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,9,2020,Data Mussel
Unidades por kilo mmpp terceros*,76,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,9,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,204600,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,9,2020,Data Mussel
Ingreso Materia Prima Neta Propia,183895,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,9,2020,Data Mussel
Unidades por kilo mmpp propia*,67,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,9,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,131990,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,9,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,119441,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,9,2020,Data Mussel
Unidades por kilo mmpp terceros*,76,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,9,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,0,0,10,2020,Data Mussel
Unidades por kilo mmpp propia*,0,0,0,10,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,0,0,10,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,0,0,10,2020,Data Mussel
rechazo propio,0,0,0,10,2020,Data Mussel
rechazo terceros,0,0,0,10,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,0,0,0,10,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,0,0,0,10,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,0,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,10,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,10,2020,Data Mussel
Unidades por kilo mmpp propia*,0,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,10,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,0,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,10,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,10,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,10,2020,Data Mussel
rechazo propio,0,0,0,10,2020,Data Mussel
rechazo terceros,0,0,0,10,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,10,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,10,2020,Data Mussel
Unidades por kilo mmpp propia*,0,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,10,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,0,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,10,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,10,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,10,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,0,0,11,2020,Data Mussel
Unidades por kilo mmpp propia*,0,0,0,11,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,0,0,11,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,0,0,11,2020,Data Mussel
rechazo propio,0,0,0,11,2020,Data Mussel
rechazo terceros,0,0,0,11,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,0,0,0,11,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,0,0,0,11,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,552250,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,11,2020,Data Mussel
Ingreso Materia Prima Neta Propia,511011,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,11,2020,Data Mussel
Unidades por kilo mmpp propia*,72,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,11,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,1567070,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,11,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,1397393,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,11,2020,Data Mussel
Unidades por kilo mmpp terceros*,65,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,11,2020,Data Mussel
rechazo propio,0.074674513,0,0,11,2020,Data Mussel
rechazo terceros,0.108276593,0,0,11,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,552250,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,11,2020,Data Mussel
Ingreso Materia Prima Neta Propia,511011,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,11,2020,Data Mussel
Unidades por kilo mmpp propia*,72,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,11,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,1567070,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,11,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,1397393,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,11,2020,Data Mussel
Unidades por kilo mmpp terceros*,65,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,11,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,0,0,12,2020,Data Mussel
Unidades por kilo mmpp propia*,0,0,0,12,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,0,0,12,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,0,0,12,2020,Data Mussel
rechazo propio,0,0,0,12,2020,Data Mussel
rechazo terceros,0,0,0,12,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,0,0,0,12,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,0,0,0,12,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,0,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,0,12,2020,Data Mussel
Ingreso Materia Prima Neta Propia,0,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,0,12,2020,Data Mussel
Unidades por kilo mmpp propia*,0,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,0,12,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,0,Total Kilos mmpp de centros de terceros ingresados a planta al mes,0,12,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,0,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,0,12,2020,Data Mussel
Unidades por kilo mmpp terceros*,0,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,0,12,2020,Data Mussel
Ingreso Materia Prima Bruta Propia,1125510,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,12,2020,Data Mussel
Ingreso Materia Prima Neta Propia,1028066,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes,12,2020,Data Mussel
Unidades por kilo mmpp propia*,64,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,12,2020,Data Mussel
Ingreso Materia Prima Bruta Terceros,958490,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,12,2020,Data Mussel
Ingreso Materia Prima Neta Terceros,841429,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes,12,2020,Data Mussel
Unidades por kilo mmpp terceros*,66,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,12,2020,Data Mussel
rechazo propio,0.08657764,0,0,12,2020,Data Mussel
rechazo terceros,0.122130643,0,0,12,2020,Data Mussel
Ingreso Materia Bruta Prima Propia,3907568,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,1,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,3311494,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,1,2021,Data Mussel
Unidades por kilo mmpp propia*,56,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,1,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,1101308,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,1,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,912723,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,1,2021,Data Mussel
Unidades por kilo mmpp terceros*,59,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,1,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,5381908,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,2,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,4265191,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,2,2021,Data Mussel
Unidades por kilo mmpp propia*,55,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,2,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,822778,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,2,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,682415,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,2,2021,Data Mussel
Unidades por kilo mmpp terceros*,56,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,2,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,6313722,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,3,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,5179604,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,3,2021,Data Mussel
Unidades por kilo mmpp propia*,55,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,3,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,1084571,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,3,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,939553,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,3,2021,Data Mussel
Unidades por kilo mmpp terceros*,52,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,3,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,5298773,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,4,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,4364578,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,4,2021,Data Mussel
Unidades por kilo mmpp propia*,57,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,4,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,1107772,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,4,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,949027,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,4,2021,Data Mussel
Unidades por kilo mmpp terceros*,57,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,4,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,5896360,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,5,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,4932241,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,5,2021,Data Mussel
Unidades por kilo mmpp propia*,64,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,5,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,616753,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,5,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,514332,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,5,2021,Data Mussel
Unidades por kilo mmpp terceros*,64,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,5,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,3099771,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,6,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,2577442,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,6,2021,Data Mussel
Unidades por kilo mmpp propia*,60,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,6,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,1434065,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,6,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,1113212,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,6,2021,Data Mussel
Unidades por kilo mmpp terceros*,57,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,6,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,1659957,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,7,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,1280721,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,7,2021,Data Mussel
Unidades por kilo mmpp propia*,56,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,7,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,2127194,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,7,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,1738870,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,7,2021,Data Mussel
Unidades por kilo mmpp terceros*,60,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,7,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,329085,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,8,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,289460,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,8,2021,Data Mussel
Unidades por kilo mmpp propia*,58,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,8,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,774567,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,8,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,652568,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,8,2021,Data Mussel
Unidades por kilo mmpp terceros*,54,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,8,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,269442,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,9,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,223038,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,9,2021,Data Mussel
Unidades por kilo mmpp propia*,60,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,9,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,362001,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,9,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,302073,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,9,2021,Data Mussel
Unidades por kilo mmpp terceros*,56,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,9,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,3160505,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,1,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,2518097,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,1,2021,Data Mussel
Unidades por kilo mmpp propia*,54,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,1,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,771227,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,1,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,650418,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,1,2021,Data Mussel
Unidades por kilo mmpp terceros*,59,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,1,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,3235456,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,2,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,2461645,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,2,2021,Data Mussel
Unidades por kilo mmpp propia*,53,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,2,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,718621,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,2,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,602405,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,2,2021,Data Mussel
