Producto,Calibre,Valor,Unidad de medida,Definición,Mes,Ano,Empresa
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Entero,NATURAL,160402.272,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Entero,CON SALSA,262276.163,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Rendimiento Olla mmpp Propia,0,0.207,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2020,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.196,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2020,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Carne,100-200 UNI/KG,22420,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Carne,200-300 UNI/KG,150040,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Carne,300-500 UNI/KG,221940,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Carne,500-1000 UNI/KG,46970,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Carne,INDUSTRIAL,19490,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Entero,NATURAL,368052.3,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Entero,CON SALSA,193709.6,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Camanchaca
Rendimiento Olla mmpp Propia,0,0.199,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,11,2020,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.207,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,11,2020,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Carne,100-200 UNI/KG,57890,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Carne,200-300 UNI/KG,258120,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Carne,300-500 UNI/KG,259710,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Carne,500-1000 UNI/KG,52500,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Carne,INDUSTRIAL,75640,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Entero,NATURAL,337554,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Entero,CON SALSA,358054.581,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Camanchaca
Rendimiento Olla mmpp Propia,0,0.218,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,12,2020,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.22,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,12,2020,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Carne,100-200 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Carne,200-300 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Carne,300-500 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Carne,INDUSTRIAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Sudmaris
Rendimiento Olla mmpp Propia,0,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2020,Sudmaris
Rendimiento Olla mmpp Terceros,0,0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2020,Sudmaris
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
0,100-200 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
0,200-300 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
0,300-500 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
0,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
0,INDUSTRIAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
0,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
0,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
0,100 UP UNI/KG,418,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
0,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
0,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Sudmaris
Rendimiento Olla mmpp Propia,0,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2020,Sudmaris
Rendimiento Olla mmpp Terceros,0,0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2020,Sudmaris
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
0,100-200 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
0,200-300 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
0,300-500 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
0,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
0,INDUSTRIAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
0,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
0,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
0,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
0,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
0,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Sudmaris
Rendimiento Olla mmpp Propia,0,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2020,Sudmaris
Rendimiento Olla mmpp Terceros,0,0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2020,Sudmaris
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
0,100-200 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
0,200-300 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
0,300-500 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
0,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
0,INDUSTRIAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
0,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
0,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
0,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
0,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
0,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Sudmaris
Rendimiento Olla mmpp Propia,0,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2020,Sudmaris
Rendimiento Olla mmpp Terceros,0,0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2020,Sudmaris
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
0,100-200 UNI/KG,38420,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
0,200-300 UNI/KG,160940,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
0,300-500 UNI/KG,242320,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
0,500-1000 UNI/KG,83210,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
0,INDUSTRIAL,80630,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
Media Concha,40-60 UNI/KG,1452,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
0,60-80 UNI/KG,63206,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
0,80-100 UNI/KG,38401,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
0,100 UP UNI/KG,3126,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
Entero,NATURAL,106169,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
0,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
0,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Sudmaris
Rendimiento Olla mmpp Propia,0,0.235,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2020,Sudmaris
Rendimiento Olla mmpp Terceros,0,0.296,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2020,Sudmaris
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Carne,100-200 UNI/KG,28600,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Carne,200-300 UNI/KG,159010,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Carne,300-500 UNI/KG,328560,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Carne,500-1000 UNI/KG,63180,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Carne,INDUSTRIAL,75220,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Media Concha,60-80 UNI/KG,101585,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Media Concha,80-100 UNI/KG,27885,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Media Concha,100 UP UNI/KG,528,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Entero,NATURAL,101351,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Sudmaris
Rendimiento Olla mmpp Propia,0,0.216,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2020,Sudmaris
Rendimiento Olla mmpp Terceros,0,0.256,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2020,Sudmaris
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Carne,100-200 UNI/KG,22930,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Carne,200-300 UNI/KG,179200,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Carne,300-500 UNI/KG,288670,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Carne,500-1000 UNI/KG,85060,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Carne,INDUSTRIAL,75560,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Media Concha,40-60 UNI/KG,8580,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Media Concha,60-80 UNI/KG,44924,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Media Concha,80-100 UNI/KG,57574,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Media Concha,100 UP UNI/KG,803,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Entero,NATURAL,198732,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Sudmaris
Rendimiento Olla mmpp Propia,0,0.2085,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2020,Sudmaris
Rendimiento Olla mmpp Terceros,0,0.2313,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2020,Sudmaris
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Carne,100-200 UNI/KG,5010,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Carne,200-300 UNI/KG,92440,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Carne,300-500 UNI/KG,146760,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Carne,500-1000 UNI/KG,26910,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Carne,INDUSTRIAL,30730,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Media Concha,40-60 UNI/KG,935,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Media Concha,60-80 UNI/KG,7535,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Media Concha,80-100 UNI/KG,36959,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Media Concha,100 UP UNI/KG,2493,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Entero,NATURAL,256041,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,8,2020,Sudmaris
Rendimiento Olla mmpp Propia,0,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2020,Sudmaris
Rendimiento Olla mmpp Terceros,0,0.22,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2020,Sudmaris
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Carne,100-200 UNI/KG,60,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Carne,200-300 UNI/KG,3600,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Carne,300-500 UNI/KG,4720,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Carne,500-1000 UNI/KG,1800,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Carne,INDUSTRIAL,2750,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Entero,NATURAL,138769,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Sudmaris
Rendimiento Olla mmpp Propia,0,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,9,2020,Sudmaris
Rendimiento Olla mmpp Terceros,0,0.2002,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,9,2020,Sudmaris
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Carne,100-200 UNI/KG,39770,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Carne,200-300 UNI/KG,237090,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Carne,300-500 UNI/KG,71620,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Carne,500-1000 UNI/KG,25810,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Carne,INDUSTRIAL,28390,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Media Concha,40-60 UNI/KG,23252,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Media Concha,60-80 UNI/KG,32532,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Media Concha,80-100 UNI/KG,26132,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Entero,NATURAL,152923.47,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Sudmaris
Rendimiento Olla mmpp Propia,0,0.239,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,11,2020,Sudmaris
Rendimiento Olla mmpp Terceros,0,0.244,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,11,2020,Sudmaris
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Sudmaris
Carne,100-200 UNI/KG,100050,Kilos,Kg netos del producto empacados en el mes*,12,2020,Sudmaris
